"","Wort","sentiment score"
"13958","verdammtest","-0.2925"
"13959","verdeckten","-0.0516"
"13960","verdecke","-0.0516"
"13961","verdeckt","-0.0516"
"13962","verdecktet","-0.0516"
"13963","verdeckst","-0.0516"
"13964","verdeckte","-0.0516"
"13965","verdecktest","-0.0516"
"13966","verdeck","-0.0516"
"13967","verdeckest","-0.0516"
"13968","verdecket","-0.0516"
"13969","verderblichstes","-0.3131"
"13970","verderblichster","-0.3131"
"13971","verderblichen","-0.3131"
"13972","verderblichsten","-0.3131"
"13973","verderblichem","-0.3131"
"13974","verderblichere","-0.3131"
"13975","verderblichstem","-0.3131"
"13976","verderbliche","-0.3131"
"13977","verderblicherer","-0.3131"
"13978","verderblicheres","-0.3131"
"13979","verderblichst","-0.3131"
"13980","verderblicherem","-0.3131"
"13981","verderblicheren","-0.3131"
"13982","verderblichste","-0.3131"
"13983","verderblicher","-0.3131"
"13984","verderbliches","-0.3131"
"13985","verdorbenstes","-0.1755"
"13986","verdorbenerer","-0.1755"
"13987","verdorbenste","-0.1755"
"13988","verdorbenster","-0.1755"
"13989","verdorbeneres","-0.1755"
"13990","verdorbneren","-0.1755"
"13991","verdorbene","-0.1755"
"13992","verdorbnerem","-0.1755"
"13993","verdorbenstem","-0.1755"
"13994","verdorbensten","-0.1755"
"13995","verdorbneres","-0.1755"
"13996","verdorbenes","-0.1755"
"13997","verdorbnerer","-0.1755"
"13998","verdorbener","-0.1755"
"13999","verdorbenst","-0.1755"
"14000","verdorbenen","-0.1755"
"14001","verdorbnere","-0.1755"
"14002","verdorbenem","-0.1755"
"14003","verdorbner","-0.1755"
"14004","verdorbenerem","-0.1755"
"14005","verdorbenere","-0.1755"
"14006","verdorbeneren","-0.1755"
"14007","verdrießlichster","-0.0048"
"14008","verdrießliches","-0.0048"
"14009","verdrießlichstes","-0.0048"
"14010","verdrießlicher","-0.0048"
"14011","verdrießlicheres","-0.0048"
"14012","verdrießlicherer","-0.0048"
"14013","verdrießlichstem","-0.0048"
"14014","verdrießlicheren","-0.0048"
"14015","verdrießlicherem","-0.0048"
"14016","verdrießlichsten","-0.0048"
"14017","verdrießlichem","-0.0048"
"14018","verdrießliche","-0.0048"
"14019","verdrießlichen","-0.0048"
"14020","verdrießlichst","-0.0048"
"14021","verdrießlichste","-0.0048"
"14022","verdrießlichere","-0.0048"
"14023","verdrängst","-0.3468"
"14024","verdrängest","-0.3468"
"14025","verdrängte","-0.3468"
"14026","verdränge","-0.3468"
"14027","verdrängt","-0.3468"
"14028","verdrängten","-0.3468"
"14029","verdräng","-0.3468"
"14030","verdrängtest","-0.3468"
"14031","verdränget","-0.3468"
"14032","verdrängtet","-0.3468"
"14033","verdunkle","-0.0048"
"14034","verdunkl","-0.0048"
"14035","verdunkelte","-0.0048"
"14036","verdunkelen","-0.0048"
"14037","verdunkeltest","-0.0048"
"14038","verdunkelten","-0.0048"
"14039","verdunkele","-0.0048"
"14040","verdunkelt","-0.0048"
"14041","verdunkeltet","-0.0048"
"14042","verdunkelst","-0.0048"
"14043","verdunkel","-0.0048"
"14044","vereitle","-0.0048"
"14045","vereitele","-0.0048"
"14046","vereiteltest","-0.0048"
"14047","vereitelt","-0.0048"
"14048","vereiteltet","-0.0048"
"14049","vereitl","-0.0048"
"14050","vereitelst","-0.0048"
"14051","vereitelen","-0.0048"
"14052","vereitel","-0.0048"
"14053","vereitelten","-0.0048"
"14054","vereitelte","-0.0048"
"14055","verfallner","-0.4849"
"14056","verfallenem","-0.4849"
"14057","verfallenst","-0.4849"
"14058","verfalleneres","-0.4849"
"14059","verfallenere","-0.4849"
"14060","verfallenerer","-0.4849"
"14061","verfallene","-0.4849"
"14062","verfallenerem","-0.4849"
"14063","verfallnere","-0.4849"
"14064","verfalleneren","-0.4849"
"14065","verfallenstem","-0.4849"
"14066","verfallensten","-0.4849"
"14067","verfallenste","-0.4849"
"14068","verfallnerer","-0.4849"
"14069","verfallenstes","-0.4849"
"14070","verfallneres","-0.4849"
"14071","verfallenster","-0.4849"
"14072","verfallneren","-0.4849"
"14073","verfallenen","-0.4849"
"14074","verfallnerem","-0.4849"
"14075","verfallener","-0.4849"
"14076","verfallenes","-0.4849"
"14077","verfehlten","-0.0373"
"14078","verfehlte","-0.0373"
"14079","verfehl","-0.0373"
"14080","verfehlst","-0.0373"
"14081","verfehlt","-0.0373"
"14082","verfehlet","-0.0373"
"14083","verfehle","-0.0373"
"14084","verfehlest","-0.0373"
"14085","verfehltet","-0.0373"
"14086","verfehltest","-0.0373"
"14087","verfluch","-0.3284"
"14088","verfluchet","-0.3284"
"14089","verfluchten","-0.3284"
"14090","verfluchst","-0.3284"
"14091","verfluchtest","-0.3284"
"14092","verfluchte","-0.3284"
"14093","verfluche","-0.3284"
"14094","verflucht","-0.3284"
"14095","verfluchtet","-0.3284"
"14096","verfluchest","-0.3284"
"14097","verfälschten","-0.3323"
"14098","verfälschtet","-0.3323"
"14099","verfälschest","-0.3323"
"14100","verfälschte","-0.3323"
"14101","verfälschst","-0.3323"
"14102","verfälsche","-0.3323"
"14103","verfälsch","-0.3323"
"14104","verfälschtest","-0.3323"
"14105","verfälschet","-0.3323"
"14106","verfälscht","-0.3323"
"14107","vergammelteres","-0.0048"
"14108","vergammelterer","-0.0048"
"14109","vergammeltste","-0.0048"
"14110","vergammelterem","-0.0048"
"14111","vergammeltst","-0.0048"
"14112","vergammelteren","-0.0048"
"14113","vergammeltstem","-0.0048"
"14114","vergammeltsten","-0.0048"
"14115","vergammelten","-0.0048"
"14116","vergammelte","-0.0048"
"14117","vergammeltem","-0.0048"
"14118","vergammeltere","-0.0048"
"14119","vergammeltes","-0.0048"
"14120","vergammeltster","-0.0048"
"14121","vergammelter","-0.0048"
"14122","vergammeltstes","-0.0048"
"14123","vergeblichstem","-0.0048"
"14124","vergeblichsten","-0.0048"
"14125","vergeblichem","-0.0048"
"14126","vergeblichere","-0.0048"
"14127","vergeblichen","-0.0048"
"14128","vergebliches","-0.0048"
"14129","vergeblicher","-0.0048"
"14130","vergebliche","-0.0048"
"14131","vergeblichste","-0.0048"
"14132","vergeblichster","-0.0048"
"14133","vergeblichstes","-0.0048"
"14134","vergeblicherer","-0.0048"
"14135","vergeblicheres","-0.0048"
"14136","vergeblicherem","-0.0048"
"14137","vergeblichst","-0.0048"
"14138","vergeblicheren","-0.0048"
"14139","vergeudete","-0.1836"
"14140","vergeude","-0.1836"
"14141","vergeudtet","-0.1836"
"14142","vergeudeten","-0.1836"
"14143","vergeudtest","-0.1836"
"14144","vergeudetet","-0.1836"
"14145","vergeud","-0.1836"
"14146","vergeudet","-0.1836"
"14147","vergeudte","-0.1836"
"14148","vergeudetest","-0.1836"
"14149","vergeudten","-0.1836"
"14150","vergeudest","-0.1836"
"14151","vergewaltige","-0.0048"
"14152","vergewaltigtest","-0.0048"
"14153","vergewaltigtet","-0.0048"
"14154","vergewaltigt","-0.0048"
"14155","vergewaltigten","-0.0048"
"14156","vergewaltigte","-0.0048"
"14157","vergewaltigest","-0.0048"
"14158","vergewaltiget","-0.0048"
"14159","vergewaltig","-0.0048"
"14160","vergewaltigst","-0.0048"
"14161","verharmlosten","-0.049"
"14162","verharmlos","-0.049"
"14163","verharmlost","-0.049"
"14164","verharmloset","-0.049"
"14165","verharmlose","-0.049"
"14166","verharmlostest","-0.049"
"14167","verharmlosest","-0.049"
"14168","verharmlostet","-0.049"
"14169","verharmloste","-0.049"
"14170","verhassteres","-0.0048"
"14171","verhasstester","-0.0048"
"14172","verhassterer","-0.0048"
"14173","verhasstem","-0.0048"
"14174","verhassten","-0.0048"
"14175","verhasstes","-0.0048"
"14176","verhasstestes","-0.0048"
"14177","verhasster","-0.0048"
"14178","verhasstestem","-0.0048"
"14179","verhasstesten","-0.0048"
"14180","verhasstere","-0.0048"
"14181","verhassteste","-0.0048"
"14182","verhassteren","-0.0048"
"14183","verhasste","-0.0048"
"14184","verhassterem","-0.0048"
"14185","verhasstest","-0.0048"
"14186","verheern","-0.0048"
"14187","verheerten","-0.0048"
"14188","verheertest","-0.0048"
"14189","verheertet","-0.0048"
"14190","verheerst","-0.0048"
"14191","verheert","-0.0048"
"14192","verheerte","-0.0048"
"14193","verheere","-0.0048"
"14194","verheer","-0.0048"
"14195","verheerendstes","-0.478"
"14196","verheerendster","-0.478"
"14197","verheerendere","-0.478"
"14198","verheerenderes","-0.478"
"14199","verheerendsten","-0.478"
"14200","verheerenderer","-0.478"
"14201","verheerendem","-0.478"
"14202","verheerenden","-0.478"
"14203","verheerendst","-0.478"
"14204","verheerenderen","-0.478"
"14205","verheerendstem","-0.478"
"14206","verheerender","-0.478"
"14207","verheerendes","-0.478"
"14208","verheerenderem","-0.478"
"14209","verheerendste","-0.478"
"14210","verheerende","-0.478"
"14211","verherrlichet","-0.0048"
"14212","verherrlichten","-0.0048"
"14213","verherrlichte","-0.0048"
"14214","verherrlichst","-0.0048"
"14215","verherrlichest","-0.0048"
"14216","verherrliche","-0.0048"
"14217","verherrlicht","-0.0048"
"14218","verherrlichtest","-0.0048"
"14219","verherrlich","-0.0048"
"14220","verherrlichtet","-0.0048"
"14221","verhöhntest","-0.0048"
"14222","verhöhnet","-0.0048"
"14223","verhöhntet","-0.0048"
"14224","verhöhnte","-0.0048"
"14225","verhöhnst","-0.0048"
"14226","verhöhne","-0.0048"
"14227","verhöhn","-0.0048"
"14228","verhöhnest","-0.0048"
"14229","verhöhnt","-0.0048"
"14230","verhöhnten","-0.0048"
"14231","verirrt","-0.0498"
"14232","verirrtet","-0.0498"
"14233","verirr","-0.0498"
"14234","verirrst","-0.0498"
"14235","verirre","-0.0498"
"14236","verirrte","-0.0498"
"14237","verirrten","-0.0498"
"14238","verirrest","-0.0498"
"14239","verirrtest","-0.0498"
"14240","verirret","-0.0498"
"14241","verkehrswidrigste","-0.0048"
"14242","verkehrswidrigster","-0.0048"
"14243","verkehrswidrigstes","-0.0048"
"14244","verkehrswidrigsten","-0.0048"
"14245","verkehrswidrigerem","-0.0048"
"14246","verkehrswidrigst","-0.0048"
"14247","verkehrswidrigstem","-0.0048"
"14248","verkehrswidrigere","-0.0048"
"14249","verkehrswidriger","-0.0048"
"14250","verkehrswidrigeren","-0.0048"
"14251","verkehrswidrigen","-0.0048"
"14252","verkehrswidrigerer","-0.0048"
"14253","verkehrswidrigem","-0.0048"
"14254","verkehrswidrigeres","-0.0048"
"14255","verkehrswidrige","-0.0048"
"14256","verkehrswidriges","-0.0048"
"14257","verkleinerten","-0.0048"
"14258","verkleiner","-0.0048"
"14259","verkleinere","-0.0048"
"14260","verkleinert","-0.0048"
"14261","verkleinertet","-0.0048"
"14262","verkleinerte","-0.0048"
"14263","verkleinertest","-0.0048"
"14264","verkleinerst","-0.0048"
"14265","verkleineren","-0.0048"
"14266","verlangsamst","-0.0048"
"14267","verlangsamte","-0.0048"
"14268","verlangsamtet","-0.0048"
"14269","verlangsamt","-0.0048"
"14270","verlangsamet","-0.0048"
"14271","verlangsamest","-0.0048"
"14272","verlangsame","-0.0048"
"14273","verlangsamten","-0.0048"
"14274","verlangsam","-0.0048"
"14275","verlangsamtest","-0.0048"
"14276","verletzbarerem","-0.0048"
"14277","verletzbareren","-0.0048"
"14278","verletzbare","-0.0048"
"14279","verletzbarster","-0.0048"
"14280","verletzbarste","-0.0048"
"14281","verletzbareres","-0.0048"
"14282","verletzbarsten","-0.0048"
"14283","verletzbarerer","-0.0048"
"14284","verletzbarstem","-0.0048"
"14285","verletzbarstes","-0.0048"
"14286","verletzbarst","-0.0048"
"14287","verletzbarere","-0.0048"
"14288","verletzbaren","-0.0048"
"14289","verletzbarem","-0.0048"
"14290","verletzbarer","-0.0048"
"14291","verletzbares","-0.0048"
"14292","verletzte","-0.3615"
"14293","verletze","-0.3615"
"14294","verletz","-0.3615"
"14295","verletzt","-0.3615"
"14296","verletzten","-0.3615"
"14297","verletzest","-0.3615"
"14298","verletzet","-0.3615"
"14299","verletztest","-0.3615"
"14300","verletztet","-0.3615"
"14301","verletzlicherer","-0.0487"
"14302","verletzlichste","-0.0487"
"14303","verletzlicheres","-0.0487"
"14304","verletzlichstes","-0.0487"
"14305","verletzlichster","-0.0487"
"14306","verletzliche","-0.0487"
"14307","verletzlicheren","-0.0487"
"14308","verletzlicherem","-0.0487"
"14309","verletzlichen","-0.0487"
"14310","verletzlichem","-0.0487"
"14311","verletzliches","-0.0487"
"14312","verletzlicher","-0.0487"
"14313","verletzlichere","-0.0487"
"14314","verletzlichst","-0.0487"
"14315","verletzlichstem","-0.0487"
"14316","verletzlichsten","-0.0487"
"14317","verletzterem","-0.5202"
"14318","verletzteste","-0.5202"
"14319","verletztestem","-0.5202"
"14320","verletztesten","-0.5202"
"14321","verletzteren","-0.5202"
"14322","verletzteres","-0.5202"
"14323","verletztere","-0.5202"
"14324","verletzterer","-0.5202"
"14325","verletztester","-0.5202"
"14326","verletztestes","-0.5202"
"14327","verletzte","-0.5202"
"14328","verletztem","-0.5202"
"14329","verletzten","-0.5202"
"14330","verletzter","-0.5202"
"14331","verletztes","-0.5202"
"14332","verletztest","-0.5202"
"14333","verleumdten","-0.4473"
"14334","verleumde","-0.4473"
"14335","verleumdet","-0.4473"
"14336","verleumdte","-0.4473"
"14337","verleumdetet","-0.4473"
"14338","verleumdetest","-0.4473"
"14339","verleumdtest","-0.4473"
"14340","verleumdeten","-0.4473"
"14341","verleumdest","-0.4473"
"14342","verleumd","-0.4473"
"14343","verleumdtet","-0.4473"
"14344","verleumdete","-0.4473"
"14345","verlogensten","-0.3355"
"14346","verlogenerer","-0.3355"
"14347","verlogeneres","-0.3355"
"14348","verlogenes","-0.3355"
"14349","verlogner","-0.3355"
"14350","verlogeneren","-0.3355"
"14351","verlogenste","-0.3355"
"14352","verlogenstem","-0.3355"
"14353","verlogenst","-0.3355"
"14354","verlogenen","-0.3355"
"14355","verlogenem","-0.3355"
"14356","verlogenster","-0.3355"
"14357","verlogenstes","-0.3355"
"14358","verlogener","-0.3355"
"14359","verlogneres","-0.3355"
"14360","verlogene","-0.3355"
"14361","verlogenere","-0.3355"
"14362","verlogneren","-0.3355"
"14363","verlognerem","-0.3355"
"14364","verlognerer","-0.3355"
"14365","verlogenerem","-0.3355"
"14366","verlognere","-0.3355"
"14367","vermindere","-0.0048"
"14368","vermindert","-0.0048"
"14369","vermindertet","-0.0048"
"14370","verminderten","-0.0048"
"14371","verminderen","-0.0048"
"14372","verminder","-0.0048"
"14373","verminderte","-0.0048"
"14374","vermindertest","-0.0048"
"14375","verminderst","-0.0048"
"14376","vernichttet","-0.4902"
"14377","vernichtte","-0.4902"
"14378","vernichtest","-0.4902"
"14379","vernichtete","-0.4902"
"14380","vernichtetest","-0.4902"
"14381","vernichttest","-0.4902"
"14382","vernichtet","-0.4902"
"14383","vernicht","-0.4902"
"14384","vernichteten","-0.4902"
"14385","vernichtetet","-0.4902"
"14386","vernichte","-0.4902"
"14387","vernichtten","-0.4902"
"14388","verruchtesten","-0.1714"
"14389","verruchtestem","-0.1714"
"14390","verruchtester","-0.1714"
"14391","verruchtestes","-0.1714"
"14392","verruchterem","-0.1714"
"14393","verruchteren","-0.1714"
"14394","verruchte","-0.1714"
"14395","verruchtest","-0.1714"
"14396","verruchteste","-0.1714"
"14397","verruchteres","-0.1714"
"14398","verruchterer","-0.1714"
"14399","verruchtes","-0.1714"
"14400","verruchter","-0.1714"
"14401","verruchtem","-0.1714"
"14402","verruchtere","-0.1714"
"14403","verruchten","-0.1714"
"14404","verräterischsten","-0.311"
"14405","verräterischstem","-0.311"
"14406","verräterischste","-0.311"
"14407","verräterischstes","-0.311"
"14408","verräterischst","-0.311"
"14409","verräterischster","-0.311"
"14410","verräterischere","-0.311"
"14411","verräterischem","-0.311"
"14412","verräterischerem","-0.311"
"14413","verräterische","-0.311"
"14414","verräterischeren","-0.311"
"14415","verräterischeres","-0.311"
"14416","verräterischen","-0.311"
"14417","verräterischerer","-0.311"
"14418","verräterischer","-0.311"
"14419","verräterisches","-0.311"
"14420","verrückten","-0.0337"
"14421","verrücktestes","-0.0337"
"14422","verrücktester","-0.0337"
"14423","verrückter","-0.0337"
"14424","verrücktes","-0.0337"
"14425","verrücktest","-0.0337"
"14426","verrücktesten","-0.0337"
"14427","verrückteste","-0.0337"
"14428","verrückte","-0.0337"
"14429","verrücktem","-0.0337"
"14430","verrückterer","-0.0337"
"14431","verrückteres","-0.0337"
"14432","verrücktestem","-0.0337"
"14433","verrückteren","-0.0337"
"14434","verrückterem","-0.0337"
"14435","verrücktere","-0.0337"
"14436","verschleppst","-0.0048"
"14437","verschleppte","-0.0048"
"14438","verschlepptest","-0.0048"
"14439","verschleppest","-0.0048"
"14440","verschlepp","-0.0048"
"14441","verschleppet","-0.0048"
"14442","verschleppten","-0.0048"
"14443","verschlepptet","-0.0048"
"14444","verschleppe","-0.0048"
"14445","verschleppt","-0.0048"
"14446","verschleuder","-0.0048"
"14447","verschleudertet","-0.0048"
"14448","verschleuderte","-0.0048"
"14449","verschleuderst","-0.0048"
"14450","verschleudert","-0.0048"
"14451","verschleudertest","-0.0048"
"14452","verschleuderten","-0.0048"
"14453","verschleudere","-0.0048"
"14454","verschleuderen","-0.0048"
"14455","verschmutzest","-0.0048"
"14456","verschmutztet","-0.0048"
"14457","verschmutztest","-0.0048"
"14458","verschmutzet","-0.0048"
"14459","verschmutzten","-0.0048"
"14460","verschmutzte","-0.0048"
"14461","verschmutz","-0.0048"
"14462","verschmutzt","-0.0048"
"14463","verschmutze","-0.0048"
"14464","verschwendtest","-0.0494"
"14465","verschwend","-0.0494"
"14466","verschwende","-0.0494"
"14467","verschwendten","-0.0494"
"14468","verschwendtet","-0.0494"
"14469","verschwendeten","-0.0494"
"14470","verschwendest","-0.0494"
"14471","verschwendte","-0.0494"
"14472","verschwendetest","-0.0494"
"14473","verschwendete","-0.0494"
"14474","verschwendet","-0.0494"
"14475","verschwendetet","-0.0494"
"14476","verschwenderischst","-0.0048"
"14477","verschwenderischste","-0.0048"
"14478","verschwenderischeres","-0.0048"
"14479","verschwenderische","-0.0048"
"14480","verschwenderischen","-0.0048"
"14481","verschwenderischem","-0.0048"
"14482","verschwenderischer","-0.0048"
"14483","verschwenderisches","-0.0048"
"14484","verschwenderischstem","-0.0048"
"14485","verschwenderischsten","-0.0048"
"14486","verschwenderischster","-0.0048"
"14487","verschwenderischstes","-0.0048"
"14488","verschwenderischere","-0.0048"
"14489","verschwenderischerer","-0.0048"
"14490","verschwenderischeren","-0.0048"
"14491","verschwenderischerem","-0.0048"
"14492","versenk","-0.0048"
"14493","versenkt","-0.0048"
"14494","versenktet","-0.0048"
"14495","versenkte","-0.0048"
"14496","vergesenkt","-0.0048"
"14497","versenket","-0.0048"
"14498","versenkst","-0.0048"
"14499","versenke","-0.0048"
"14500","versenktest","-0.0048"
"14501","versenkten","-0.0048"
"14502","versenkest","-0.0048"
"14503","versklavt","-0.3142"
"14504","versklavtest","-0.3142"
"14505","versklavten","-0.3142"
"14506","versklave","-0.3142"
"14507","versklavet","-0.3142"
"14508","versklav","-0.3142"
"14509","versklavtet","-0.3142"
"14510","versklavst","-0.3142"
"14511","versklavte","-0.3142"
"14512","versklavest","-0.3142"
"14513","versklavteres","-0.0048"
"14514","versklavterer","-0.0048"
"14515","versklavteste","-0.0048"
"14516","versklavtesten","-0.0048"
"14517","versklavteren","-0.0048"
"14518","versklavtestem","-0.0048"
"14519","versklavterem","-0.0048"
"14520","versklavtestes","-0.0048"
"14521","versklavte","-0.0048"
"14522","versklavtester","-0.0048"
"14523","versklavtere","-0.0048"
"14524","versklavten","-0.0048"
"14525","versklavtest","-0.0048"
"14526","versklavtem","-0.0048"
"14527","versklavtes","-0.0048"
"14528","versklavter","-0.0048"
"14529","verspiele","-0.0048"
"14530","verspielt","-0.0048"
"14531","verspieltet","-0.0048"
"14532","verspielet","-0.0048"
"14533","verspielst","-0.0048"
"14534","verspieltest","-0.0048"
"14535","verspielte","-0.0048"
"14536","verspielten","-0.0048"
"14537","verspielest","-0.0048"
"14538","verspiel","-0.0048"
"14539","verstimmtet","-0.0048"
"14540","verstimmet","-0.0048"
"14541","verstimm","-0.0048"
"14542","verstimmten","-0.0048"
"14543","verstimme","-0.0048"
"14544","verstimmst","-0.0048"
"14545","verstimmt","-0.0048"
"14546","verstimmte","-0.0048"
"14547","verstimmtest","-0.0048"
"14548","verstimmest","-0.0048"
"14549","verstrick","-0.0048"
"14550","verstrickst","-0.0048"
"14551","verstrickte","-0.0048"
"14552","verstrickt","-0.0048"
"14553","verstricktet","-0.0048"
"14554","verstricke","-0.0048"
"14555","verstrickest","-0.0048"
"14556","verstricket","-0.0048"
"14557","verstricktest","-0.0048"
"14558","verstrickten","-0.0048"
"14559","verurteilest","-0.77"
"14560","verurteiltet","-0.77"
"14561","verurteil","-0.77"
"14562","verurteile","-0.77"
"14563","verurteilten","-0.77"
"14564","verurteilet","-0.77"
"14565","verurteilt","-0.77"
"14566","verurteilte","-0.77"
"14567","verurteiltest","-0.77"
"14568","verurteilst","-0.77"
"14569","verwerflichst","-0.7418"
"14570","verwerflicheres","-0.7418"
"14571","verwerflichem","-0.7418"
"14572","verwerflicherer","-0.7418"
"14573","verwerflichstem","-0.7418"
"14574","verwerflichsten","-0.7418"
"14575","verwerflichstes","-0.7418"
"14576","verwerflichster","-0.7418"
"14577","verwerfliche","-0.7418"
"14578","verwerflichere","-0.7418"
"14579","verwerflichste","-0.7418"
"14580","verwerflichen","-0.7418"
"14581","verwerflicherem","-0.7418"
"14582","verwerflicheren","-0.7418"
"14583","verwerflicher","-0.7418"
"14584","verwerfliches","-0.7418"
"14585","verwickelten","-0.0048"
"14586","verwickle","-0.0048"
"14587","verwickeltest","-0.0048"
"14588","verwickelen","-0.0048"
"14589","verwickl","-0.0048"
"14590","verwickeltet","-0.0048"
"14591","verwickel","-0.0048"
"14592","verwickelte","-0.0048"
"14593","verwickelst","-0.0048"
"14594","verwickele","-0.0048"
"14595","verwickelt","-0.0048"
"14596","verwirret","-0.0474"
"14597","verwirre","-0.0474"
"14598","verwirrtet","-0.0474"
"14599","verwirrest","-0.0474"
"14600","verwirrt","-0.0474"
"14601","verwirr","-0.0474"
"14602","verwirrst","-0.0474"
"14603","verwirrten","-0.0474"
"14604","verwirrte","-0.0474"
"14605","verwirrtest","-0.0474"
"14606","verworrenstes","-0.0048"
"14607","verworrenster","-0.0048"
"14608","verworrenes","-0.0048"
"14609","verworrener","-0.0048"
"14610","verworrene","-0.0048"
"14611","verworrenem","-0.0048"
"14612","verworrenen","-0.0048"
"14613","verworrenst","-0.0048"
"14614","verworrnere","-0.0048"
"14615","verworrenere","-0.0048"
"14616","verworrnerem","-0.0048"
"14617","verworrner","-0.0048"
"14618","verworrenerer","-0.0048"
"14619","verworrneren","-0.0048"
"14620","verworreneres","-0.0048"
"14621","verworrenste","-0.0048"
"14622","verworrneres","-0.0048"
"14623","verworrensten","-0.0048"
"14624","verworrenerem","-0.0048"
"14625","verworreneren","-0.0048"
"14626","verworrnerer","-0.0048"
"14627","verworrenstem","-0.0048"
"14628","verwundetet","-0.3186"
"14629","verwundtet","-0.3186"
"14630","verwund","-0.3186"
"14631","verwundest","-0.3186"
"14632","verwundete","-0.3186"
"14633","verwunde","-0.3186"
"14634","verwundte","-0.3186"
"14635","verwundetest","-0.3186"
"14636","verwundten","-0.3186"
"14637","verwundet","-0.3186"
"14638","verwundeten","-0.3186"
"14639","verwundtest","-0.3186"
"14640","verwüstest","-0.0048"
"14641","verwüst","-0.0048"
"14642","verwüstten","-0.0048"
"14643","verwüstet","-0.0048"
"14644","verwüste","-0.0048"
"14645","verwüstt","-0.0048"
"14646","verwüsttest","-0.0048"
"14647","verwüstte","-0.0048"
"14648","verwüstst","-0.0048"
"14649","verwüsttet","-0.0048"
"14650","verzerrte","-0.0048"
"14651","verzerrten","-0.0048"
"14652","verzerrst","-0.0048"
"14653","verzerret","-0.0048"
"14654","verzerr","-0.0048"
"14655","verzerrtest","-0.0048"
"14656","verzerre","-0.0048"
"14657","verzerrest","-0.0048"
"14658","verzerrt","-0.0048"
"14659","verzerrtet","-0.0048"
"14660","verzweifl","-0.0048"
"14661","verzweifeltest","-0.0048"
"14662","verzweifelte","-0.0048"
"14663","verzweifeltet","-0.0048"
"14664","verzweifelst","-0.0048"
"14665","verzweifelen","-0.0048"
"14666","verzweifle","-0.0048"
"14667","verzweifelten","-0.0048"
"14668","verzweifel","-0.0048"
"14669","verzweifele","-0.0048"
"14670","verzweifelt","-0.0048"
"14671","verzweifeltstes","-0.1947"
"14672","verzweifeltster","-0.1947"
"14673","verzweifelterer","-0.1947"
"14674","verzweifeltstem","-0.1947"
"14675","verzweifeltsten","-0.1947"
"14676","verzweifelteres","-0.1947"
"14677","verzweifelteren","-0.1947"
"14678","verzweifelterem","-0.1947"
"14679","verzweifelte","-0.1947"
"14680","verzweifeltere","-0.1947"
"14681","verzweifeltes","-0.1947"
"14682","verzweifelter","-0.1947"
"14683","verzweifeltst","-0.1947"
"14684","verzweifeltste","-0.1947"
"14685","verzweifelten","-0.1947"
"14686","verzweifeltem","-0.1947"
"14687","verzwicktestes","-0.0403"
"14688","verzwicktester","-0.0403"
"14689","verzwicktem","-0.0403"
"14690","verzwicktere","-0.0403"
"14691","verzwickten","-0.0403"
"14692","verzwickte","-0.0403"
"14693","verzwickteste","-0.0403"
"14694","verzwicktest","-0.0403"
"14695","verzwicktes","-0.0403"
"14696","verzwickter","-0.0403"
"14697","verzwicktestem","-0.0403"
"14698","verzwicktesten","-0.0403"
"14699","verzwickteres","-0.0403"
"14700","verzwickterer","-0.0403"
"14701","verzwickteren","-0.0403"
"14702","verzwickterem","-0.0403"
"14703","verzögertet","-0.3409"
"14704","verzögert","-0.3409"
"14705","verzögeren","-0.3409"
"14706","verzögerte","-0.3409"
"14707","verzögerten","-0.3409"
"14708","vergezögert","-0.3409"
"14709","verzögerst","-0.3409"
"14710","verzögertest","-0.3409"
"14711","verzöger","-0.3409"
"14712","verzögere","-0.3409"
"14713","verächtlichere","-0.3245"
"14714","verächtlichem","-0.3245"
"14715","verächtlichen","-0.3245"
"14716","verächtlichster","-0.3245"
"14717","verächtlichstes","-0.3245"
"14718","verächtlicheres","-0.3245"
"14719","verächtlicher","-0.3245"
"14720","verächtlicherer","-0.3245"
"14721","verächtlichstem","-0.3245"
"14722","verächtlichsten","-0.3245"
"14723","verächtliches","-0.3245"
"14724","verächtlichst","-0.3245"
"14725","verächtlichste","-0.3245"
"14726","verächtlicheren","-0.3245"
"14727","verächtlicherem","-0.3245"
"14728","verächtliche","-0.3245"
"14729","verärgerte","-0.1825"
"14730","verärgerst","-0.1825"
"14731","verärgertest","-0.1825"
"14732","verärgerten","-0.1825"
"14733","verärger","-0.1825"
"14734","verärgeren","-0.1825"
"14735","verärgertet","-0.1825"
"14736","verärgert","-0.1825"
"14737","verärgere","-0.1825"
"14738","volltrunkenst","-0.0048"
"14739","volltrunkenster","-0.0048"
"14740","volltrunkenere","-0.0048"
"14741","volltrunkenstes","-0.0048"
"14742","volltrunkenem","-0.0048"
"14743","volltrunkenen","-0.0048"
"14744","volltrunkener","-0.0048"
"14745","volltrunkenste","-0.0048"
"14746","volltrunkene","-0.0048"
"14747","volltrunkenes","-0.0048"
"14748","volltrunkenstem","-0.0048"
"14749","volltrunkensten","-0.0048"
"14750","volltrunkeneren","-0.0048"
"14751","volltrunkenerem","-0.0048"
"14752","volltrunkeneres","-0.0048"
"14753","volltrunkenerer","-0.0048"
"14754","vorhersehbarere","-0.3414"
"14755","vorhersehbareres","-0.3414"
"14756","vorhersehbarerer","-0.3414"
"14757","vorhersehbarste","-0.3414"
"14758","vorhersehbareren","-0.3414"
